(1437533077, 55)
(1437533078, 80)
(1437533079, 70)
(1437533080, 75)
(1437533081, 59)
(1437533082, 97)
(1437533083, 60)
(1437533084, 60)
(1437533085, 54)
(1437533086, 74)
(1437533087, 150)
(1437533088, 88)
(1437533089, 59)
(1437533090, 50)
(1437533091, 60)
(1437533092, 28)
(1437533093, 64)
(1437533094, 65)
(1437533095, 80)
(1437533096, 127)
(1437533097, 55)
(1437533098, 43)
(1437533099, 63)
(1437533100, 62)
(1437533101, 43)
(1437533102, 41)
(1437533103, 41)
(1437533104, 44)
(1437533105, 50)
(1437533106, 42)
(1437541750, 1)
(1437541804, 2)
(1437541805, 1)
(1437541806, 2)
(1437541807, 139)
(1437541808, 191)
(1437541809, 216)
(1437541810, 170)
(1437541811, 185)
(1437541812, 174)
(1437541813, 171)
(1437541814, 150)
(1437541815, 177)
(1437541816, 190)
(1437541817, 166)
(1437541818, 190)
(1437541819, 150)
(1437541820, 189)
(1437541821, 202)
(1437541822, 149)
(1437541823, 208)
(1437541824, 172)
(1437541825, 200)
(1437541826, 291)
(1437541827, 237)
(1437541828, 196)
(1437541829, 169)
(1437541830, 166)
(1437541831, 222)
(1437541832, 270)
(1437541833, 187)
(1437541834, 182)
(1437541835, 248)
(1437541836, 215)
(1437541837, 171)
(1437541838, 183)
(1437541839, 188)
(1437541840, 228)
(1437541841, 224)
(1437541842, 175)
(1437541843, 207)
(1437541844, 197)
(1437541845, 186)
(1437541846, 151)
(1437541847, 163)
(1437541848, 160)
(1437541849, 184)
(1437541850, 234)
(1437541851, 256)
(1437541852, 213)
(1437541853, 209)
(1437541854, 158)
(1437541855, 123)
(1437541856, 146)
(1437541857, 247)
(1437541858, 179)
(1437541859, 140)
(1437541860, 156)
(1437541861, 203)
(1437541862, 164)
(1437541863, 264)
(1437541864, 188)
(1437541865, 208)
(1437541866, 133)
(1437541867, 126)
(1437541868, 150)
(1437541869, 251)
(1437541870, 215)
(1437541871, 163)
(1437541872, 166)
(1437541873, 203)
(1437541874, 215)
(1437541875, 205)
(1437541876, 244)
(1437541877, 192)
(1437541878, 223)
(1437541879, 185)
(1437541880, 192)
(1437541881, 211)
(1437541882, 194)
(1437541883, 159)
(1437541884, 178)
(1437541885, 165)
(1437541886, 184)
(1437541887, 209)
(1437541888, 205)
(1437541889, 164)
(1437541890, 150)
(1437541891, 188)
(1437541892, 252)
(1437541893, 218)
(1437541894, 167)
(1437541895, 158)
(1437541896, 126)
(1437541897, 181)
(1437541898, 160)
(1437541899, 150)
(1437541900, 150)
(1437541901, 151)
(1437541902, 145)
(1437541903, 208)
(1437541904, 144)
(1437541905, 128)
(1437541906, 238)
(1437541907, 237)
(1437541908, 224)
(1437541909, 132)
(1437541910, 194)
(1437541911, 225)
(1437541912, 393)
(1437541913, 237)
(1437541914, 166)
(1437541915, 220)
(1437541916, 156)
(1437541917, 262)
(1437541918, 235)
(1437541919, 360)
(1437541920, 250)
(1437541921, 130)
(1437541922, 246)
(1437541923, 269)
(1437541924, 289)
(1437541925, 234)
(1437541926, 241)
(1437541927, 267)
(1437541928, 222)
(1437541929, 187)
(1437541930, 244)
(1437541931, 227)
(1437541932, 206)
(1437541933, 236)
(1437541934, 296)
(1437541935, 182)
(1437541936, 163)
(1437541937, 282)
(1437541938, 299)
(1437541939, 183)
(1437541940, 196)
(1437541941, 180)
(1437541942, 197)
(1437541943, 183)
(1437541944, 143)
(1437541945, 187)
(1437541946, 249)
(1437541947, 195)
(1437541948, 173)
(1437541949, 229)
(1437541950, 225)
(1437541951, 196)
(1437541952, 139)
(1437541953, 179)
(1437541954, 196)
(1437541955, 183)
(1437541956, 205)
(1437541957, 210)
(1437541958, 149)
(1437541959, 162)
(1437541960, 155)
(1437541961, 205)
(1437541962, 225)
(1437541963, 246)
(1437541964, 178)
(1437541965, 167)
(1437541966, 168)
(1437541967, 166)
(1437541968, 156)
(1437541969, 128)
(1437541970, 130)
(1437541971, 184)
(1437541972, 209)
(1437541973, 245)
(1437541974, 165)
(1437541975, 230)
(1437541976, 200)
(1437541977, 230)
(1437541978, 227)
(1437541979, 212)
(1437541980, 182)
(1437541981, 193)
(1437541982, 223)
(1437541983, 214)
(1437541984, 199)
(1437541985, 211)
(1437541986, 198)
(1437541987, 179)
(1437541988, 237)
(1437541989, 196)
(1437541990, 231)
(1437541991, 210)
(1437541992, 235)
(1437541993, 299)
(1437541994, 279)
(1437541995, 269)
(1437541996, 198)
(1437541997, 228)
(1437541998, 224)
(1437541999, 194)
(1437542000, 224)
(1437542001, 289)
(1437542002, 345)
(1437542003, 244)
(1437542004, 274)
(1437542005, 309)
(1437542006, 270)
(1437542007, 270)
(1437542008, 305)
(1437542009, 164)
(1437542010, 212)
(1437542011, 243)
(1437542012, 212)
(1437542013, 198)
(1437542014, 207)
(1437542015, 334)
(1437542016, 401)
(1437542017, 234)
(1437542018, 245)
(1437542019, 306)
(1437542020, 360)
(1437542021, 504)
(1437542022, 316)
(1437542023, 229)
(1437542024, 271)
(1437542025, 213)
(1437542026, 203)
(1437542027, 205)
(1437542028, 177)
(1437542029, 176)
(1437542030, 188)
(1437542031, 230)
(1437542032, 217)
(1437542033, 268)
(1437542034, 252)
(1437542035, 217)
(1437542036, 183)
(1437542037, 185)
(1437542038, 201)
(1437542039, 183)
(1437542040, 199)
(1437542041, 224)
(1437542042, 210)
(1437542043, 291)
(1437542044, 196)
(1437542045, 193)
(1437542046, 175)
(1437542047, 157)
(1437542048, 175)
(1437542049, 147)
(1437542050, 208)
(1437542051, 196)
(1437542052, 203)
(1437542053, 237)
(1437542054, 254)
(1437542055, 253)
(1437542056, 249)
(1437542057, 301)
(1437542058, 265)
(1437542059, 253)
(1437542060, 207)
(1437542061, 221)
(1437542062, 192)
(1437542063, 192)
(1437542064, 191)
(1437542065, 194)
(1437542066, 189)
(1437542067, 168)
(1437542068, 183)
(1437542069, 181)
(1437542070, 188)
(1437542071, 192)
(1437542072, 227)
(1437542073, 241)
(1437542074, 160)
(1437542075, 157)
(1437542076, 171)
(1437542077, 203)
(1437542078, 167)
(1437542079, 168)
(1437542080, 135)
(1437542081, 190)
(1437542082, 216)
(1437542083, 210)
(1437542084, 236)
(1437542085, 212)
(1437542086, 222)
(1437542087, 298)
(1437542088, 169)
(1437542089, 210)
(1437542090, 216)
(1437542091, 165)
(1437542092, 173)
(1437542093, 273)
(1437542094, 220)
(1437542095, 225)
(1437542096, 208)
(1437542097, 171)
(1437542098, 180)
(1437542099, 182)
(1437542100, 199)
(1437542101, 164)
(1437542102, 219)
(1437542103, 226)
(1437542104, 243)
(1437542105, 196)
(1437542106, 209)
(1437542107, 77)
(1437548049, 1)
(1437548086, 1)
(1437548087, 2)
(1437548102, 1)
(1437548106, 2)
(1437548107, 149)
(1437548108, 260)
(1437548109, 182)
(1437548110, 205)
(1437548111, 202)
(1437548112, 269)
(1437548113, 330)
(1437548114, 197)
(1437548115, 206)
(1437548116, 284)
(1437548117, 301)
(1437548118, 267)
(1437548119, 261)
(1437548120, 216)
(1437548121, 265)
(1437548122, 353)
(1437548123, 208)
(1437548124, 250)
(1437548125, 206)
(1437548126, 261)
(1437548127, 240)
(1437548128, 206)
(1437548129, 271)
(1437548130, 228)
(1437548131, 217)
(1437548132, 209)
(1437548133, 304)
(1437548134, 208)
(1437548135, 256)
(1437548136, 219)
(1437548137, 199)
(1437548138, 178)
(1437548139, 240)
(1437548140, 239)
(1437548141, 313)
(1437548142, 262)
(1437548143, 246)
(1437548144, 184)
(1437548145, 202)
(1437548146, 210)
(1437548147, 241)
(1437548148, 319)
(1437548149, 349)
(1437548150, 216)
(1437548151, 225)
(1437548152, 239)
(1437548153, 205)
(1437548154, 279)
(1437548155, 209)
(1437548156, 203)
(1437548157, 179)
(1437548158, 172)
(1437548159, 189)
(1437548160, 217)
(1437548161, 198)
(1437548162, 215)
(1437548163, 271)
(1437548164, 233)
(1437548165, 183)
(1437548166, 216)
(1437548167, 162)
(1437548168, 193)
(1437548169, 202)
(1437548170, 210)
(1437548171, 240)
(1437548172, 240)
(1437548173, 311)
(1437548174, 346)
(1437548175, 271)
(1437548176, 207)
(1437548177, 300)
(1437548178, 187)
(1437548179, 193)
(1437548180, 242)
(1437548181, 242)
(1437548182, 240)
(1437548183, 197)
(1437548184, 227)
(1437548185, 200)
(1437548186, 172)
(1437548187, 203)
(1437548188, 270)
(1437548189, 223)
(1437548190, 203)
(1437548191, 208)
(1437548192, 194)
(1437548193, 214)
(1437548194, 213)
(1437548195, 324)
(1437548196, 271)
(1437548197, 248)
(1437548198, 336)
(1437548199, 334)
(1437548200, 203)
(1437548201, 155)
(1437548202, 227)
(1437548203, 210)
(1437548204, 196)
(1437548205, 181)
(1437548206, 168)
(1437548207, 186)
(1437548208, 228)
(1437548209, 196)
(1437548210, 191)
(1437548211, 159)
(1437548212, 183)
(1437548213, 331)
(1437548214, 230)
(1437548215, 220)
(1437548216, 206)
(1437548217, 230)
(1437548218, 211)
(1437548219, 206)
(1437548220, 240)
(1437548221, 217)
(1437548222, 251)
(1437548223, 206)
(1437548224, 222)
(1437548225, 203)
(1437548226, 161)
(1437548227, 183)
(1437548228, 171)
(1437548229, 217)
(1437548230, 184)
(1437548231, 307)
(1437548232, 229)
(1437548233, 191)
(1437548234, 239)
(1437548235, 215)
(1437548236, 277)
(1437548237, 260)
(1437548238, 256)
(1437548239, 231)
(1437548240, 145)
(1437548241, 188)
(1437548242, 245)
(1437548243, 252)
(1437548244, 308)
(1437548245, 282)
(1437548246, 261)
(1437548247, 176)
(1437548248, 245)
(1437548249, 216)
(1437548250, 223)
(1437548251, 249)
(1437548252, 191)
(1437548253, 225)
(1437548254, 231)
(1437548255, 267)
(1437548256, 286)
(1437548257, 292)
(1437548258, 243)
(1437548259, 188)
(1437548260, 150)
(1437548261, 186)
(1437548262, 252)
(1437548263, 256)
(1437548264, 236)
(1437548265, 181)
(1437548266, 227)
(1437548267, 204)
(1437548268, 223)
(1437548269, 167)
(1437548270, 202)
(1437548271, 164)
(1437548272, 161)
(1437548273, 168)
(1437548274, 178)
(1437548275, 273)
(1437548276, 199)
(1437548277, 215)
(1437548278, 246)
(1437548279, 228)
(1437548280, 225)
(1437548281, 205)
(1437548282, 239)
(1437548283, 245)
(1437548284, 169)
(1437548285, 149)
(1437548286, 147)
(1437548287, 248)
(1437548288, 188)
(1437548289, 179)
(1437548290, 213)
(1437548291, 206)
(1437548292, 208)
(1437548293, 257)
(1437548294, 204)
(1437548295, 190)
(1437548296, 277)
(1437548297, 253)
(1437548298, 191)
(1437548299, 215)
(1437548300, 187)
(1437548301, 200)
(1437548302, 200)
(1437548303, 213)
(1437548304, 174)
(1437548305, 232)
(1437548306, 172)
(1437548307, 157)
(1437548308, 199)
(1437548309, 212)
(1437548310, 179)
(1437548311, 200)
(1437548312, 191)
(1437548313, 259)
(1437548314, 206)
(1437548315, 183)
(1437548316, 194)
(1437548317, 174)
(1437548318, 177)
(1437548319, 188)
(1437548320, 184)
(1437548321, 163)
(1437548322, 166)
(1437548323, 178)
(1437548324, 194)
(1437548325, 182)
(1437548326, 173)
(1437548327, 200)
(1437548328, 176)
(1437548329, 141)
(1437548330, 184)
(1437548331, 239)
(1437548332, 171)
(1437548333, 152)
(1437548334, 174)
(1437548335, 167)
(1437548336, 195)
(1437548337, 256)
(1437548338, 307)
(1437548339, 214)
(1437548340, 212)
(1437548341, 250)
(1437548342, 239)
(1437548343, 178)
(1437548344, 195)
(1437548345, 256)
(1437548346, 197)
(1437548347, 163)
(1437548348, 168)
(1437548349, 183)
(1437548350, 200)
(1437548351, 181)
(1437548352, 192)
(1437548353, 220)
(1437548354, 241)
(1437548355, 234)
(1437548356, 174)
(1437548357, 172)
(1437548358, 201)
(1437548359, 170)
(1437548360, 165)
(1437548361, 142)
(1437548362, 174)
(1437548363, 173)
(1437548364, 259)
(1437548365, 242)
(1437548366, 242)
(1437548367, 177)
(1437548368, 168)
(1437548369, 154)
(1437548370, 237)
(1437548371, 218)
(1437548372, 179)
(1437548373, 174)
(1437548374, 168)
(1437548375, 213)
(1437548376, 183)
(1437548377, 183)
(1437548378, 166)
(1437548379, 188)
(1437548380, 185)
(1437548381, 228)
(1437548382, 161)
(1437548383, 230)
(1437548384, 246)
(1437548385, 273)
(1437548386, 203)
(1437548387, 181)
(1437548388, 175)
(1437548389, 187)
(1437548390, 185)
(1437548391, 190)
(1437548392, 192)
(1437548393, 206)
(1437548394, 238)
(1437548395, 254)
(1437548396, 220)
(1437548397, 165)
(1437548398, 171)
(1437548399, 246)
(1437548400, 178)
(1437548401, 165)
(1437548402, 174)
(1437548403, 175)
(1437548404, 154)
(1437548405, 191)
(1437548406, 200)
(1437548407, 45)
(1437555623, 1)
(1437555627, 5)
(1437555628, 372)
(1437555629, 454)
(1437555630, 381)
(1437555631, 378)
(1437555632, 300)
(1437555633, 341)
(1437555634, 344)
(1437555635, 301)
(1437555636, 359)
(1437555637, 370)
(1437555638, 354)
(1437555639, 347)
(1437555640, 297)
(1437555641, 320)
(1437555642, 336)
(1437555643, 349)
(1437555644, 281)
(1437555645, 365)
(1437555646, 365)
(1437555647, 343)
(1437555648, 401)
(1437555649, 367)
(1437555650, 391)
(1437555651, 384)
(1437555652, 369)
(1437555653, 389)
(1437555654, 411)
(1437555655, 430)
(1437555656, 474)
(1437555657, 497)
(1437555658, 434)
(1437555659, 371)
(1437555660, 395)
(1437555661, 402)
(1437555662, 392)
(1437555663, 386)
(1437555664, 438)
(1437555665, 335)
(1437555666, 339)
(1437555667, 306)
(1437555668, 383)
(1437555669, 389)
(1437555670, 387)
(1437555671, 368)
(1437555672, 375)
(1437555673, 383)
(1437555674, 355)
(1437555675, 394)
(1437555676, 445)
(1437555677, 469)
(1437555678, 394)
(1437555679, 375)
(1437555680, 464)
(1437555681, 465)
(1437555682, 432)
(1437555683, 398)
(1437555684, 441)
(1437555685, 423)
(1437555686, 472)
(1437555687, 395)
(1437555688, 431)
(1437555689, 422)
(1437555690, 444)
(1437555691, 415)
(1437555692, 405)
(1437555693, 466)
(1437555694, 480)
(1437555695, 454)
(1437555696, 386)
(1437555697, 400)
(1437555698, 483)
(1437555699, 482)
(1437555700, 521)
(1437555701, 464)
(1437555702, 415)
(1437555703, 324)
(1437555704, 380)
(1437555705, 362)
(1437555706, 390)
(1437555707, 334)
(1437555708, 350)
(1437555709, 387)
(1437555710, 459)
(1437555711, 421)
(1437555712, 296)
(1437555713, 357)
(1437555714, 381)
(1437555715, 396)
(1437555716, 311)
(1437555717, 311)
(1437555718, 397)
(1437555719, 352)
(1437555720, 438)
(1437555721, 390)
(1437555722, 387)
(1437555723, 395)
(1437555724, 350)
(1437555725, 321)
(1437555726, 447)
(1437555727, 472)
(1437555728, 503)
(1437555729, 445)
(1437555730, 362)
(1437555731, 373)
(1437555732, 498)
(1437555733, 390)
(1437555734, 389)
(1437555735, 417)
(1437555736, 406)
(1437555737, 302)
(1437555738, 412)
(1437555739, 374)
(1437555740, 397)
(1437555741, 410)
(1437555742, 414)
(1437555743, 412)
(1437555744, 342)
(1437555745, 461)
(1437555746, 520)
(1437555747, 389)
(1437555748, 376)
(1437555749, 302)
(1437555750, 422)
(1437555751, 427)
(1437555752, 371)
(1437555753, 379)
(1437555754, 375)
(1437555755, 405)
(1437555756, 346)
(1437555757, 429)
(1437555758, 435)
(1437555759, 352)
(1437555760, 329)
(1437555761, 393)
(1437555762, 456)
(1437555763, 344)
(1437555764, 345)
(1437555765, 363)
(1437555766, 335)
(1437555767, 340)
(1437555768, 294)
(1437555769, 276)
(1437555770, 367)
(1437555771, 441)
(1437555772, 362)
(1437555773, 313)
(1437555774, 364)
(1437555775, 388)
(1437555776, 414)
(1437555777, 393)
(1437555778, 439)
(1437555779, 420)
(1437555780, 418)
(1437555781, 463)
(1437555782, 386)
(1437555783, 384)
(1437555784, 352)
(1437555785, 320)
(1437555786, 361)
(1437555787, 288)
(1437555788, 284)
(1437555789, 385)
(1437555790, 449)
(1437555791, 360)
(1437555792, 416)
(1437555793, 360)
(1437555794, 403)
(1437555795, 366)
(1437555796, 376)
(1437555797, 399)
(1437555798, 379)
(1437555799, 406)
(1437555800, 342)
(1437555801, 319)
(1437555802, 344)
(1437555803, 305)
(1437555804, 341)
(1437555805, 312)
(1437555806, 336)
(1437555807, 446)
(1437555808, 463)
(1437555809, 390)
(1437555810, 439)
(1437555811, 334)
(1437555812, 340)
(1437555813, 285)
(1437555814, 356)
(1437555815, 329)
(1437555816, 399)
(1437555817, 469)
(1437555818, 387)
(1437555819, 309)
(1437555820, 341)
(1437555821, 382)
(1437555822, 407)
(1437555823, 358)
(1437555824, 396)
(1437555825, 453)
(1437555826, 502)
(1437555827, 510)
(1437555828, 519)
(1437555829, 426)
(1437555830, 357)
(1437555831, 396)
(1437555832, 449)
(1437555833, 394)
(1437555834, 369)
(1437555835, 270)
(1437555836, 385)
(1437555837, 399)
(1437555838, 478)
(1437555839, 421)
(1437555840, 415)
(1437555841, 407)
(1437555842, 430)
(1437555843, 390)
(1437555844, 494)
(1437555845, 421)
(1437555846, 361)
(1437555847, 386)
(1437555848, 386)
(1437555849, 405)
(1437555850, 345)
(1437555851, 382)
(1437555852, 417)
(1437555853, 397)
(1437555854, 343)
(1437555855, 362)
(1437555856, 386)
(1437555857, 364)
(1437555858, 422)
(1437555859, 386)
(1437555860, 384)
(1437555861, 476)
(1437555862, 467)
(1437555863, 518)
(1437555864, 476)
(1437555865, 370)
(1437555866, 383)
(1437555867, 402)
(1437555868, 453)
(1437555869, 472)
(1437555870, 461)
(1437555871, 500)
(1437555872, 406)
(1437555873, 412)
(1437555874, 387)
(1437555875, 270)
(1437555876, 449)
(1437555877, 402)
(1437555878, 415)
(1437555879, 407)
(1437555880, 371)
(1437555881, 296)
(1437555882, 345)
(1437555883, 198)
(1437560987, 1)
(1437560988, 1)
(1437561003, 1)
(1437561004, 1)
(1437561014, 1)
(1437561017, 1)
(1437561018, 1)
(1437561027, 5)
(1437561028, 510)
(1437561029, 541)
(1437561030, 373)
(1437561031, 393)
(1437561032, 353)
(1437561033, 316)
(1437561034, 354)
(1437561035, 306)
(1437561036, 332)
(1437561037, 304)
(1437561038, 353)
(1437561039, 385)
(1437561040, 375)
(1437561041, 374)
(1437561042, 376)
(1437561043, 374)
(1437561044, 381)
(1437561045, 384)
(1437561046, 373)
(1437561047, 429)
(1437561048, 388)
(1437561049, 375)
(1437561050, 393)
(1437561051, 387)
(1437561052, 388)
(1437561053, 348)
(1437561054, 417)
(1437561055, 467)
(1437561056, 429)
(1437561057, 373)
(1437561058, 464)
(1437561059, 416)
(1437561060, 419)
(1437561061, 515)
(1437561062, 384)
(1437561063, 287)
(1437561064, 372)
(1437561065, 457)
(1437561066, 376)
(1437561067, 442)
(1437561068, 396)
(1437561069, 441)
(1437561070, 349)
(1437561071, 360)
(1437561072, 433)
(1437561073, 418)
(1437561074, 298)
(1437561075, 339)
(1437561076, 411)
(1437561077, 307)
(1437561078, 356)
(1437561079, 353)
(1437561080, 364)
(1437561081, 281)
(1437561082, 398)
(1437561083, 367)
(1437561084, 457)
(1437561085, 399)
(1437561086, 331)
(1437561087, 286)
(1437561088, 320)
(1437561089, 304)
(1437561090, 329)
(1437561091, 351)
(1437561092, 405)
(1437561093, 341)
(1437561094, 331)
(1437561095, 333)
(1437561096, 333)
(1437561097, 345)
(1437561098, 328)
(1437561099, 365)
(1437561100, 369)
(1437561101, 322)
(1437561102, 327)
(1437561103, 393)
(1437561104, 358)
(1437561105, 264)
(1437561106, 379)
(1437561107, 389)
(1437561108, 322)
(1437561109, 338)
(1437561110, 351)
(1437561111, 345)
(1437561112, 414)
(1437561113, 331)
(1437561114, 305)
(1437561115, 332)
(1437561116, 316)
(1437561117, 274)
(1437561118, 373)
(1437561119, 330)
(1437561120, 395)
(1437561121, 355)
(1437561122, 316)
(1437561123, 368)
(1437561124, 302)
(1437561125, 327)
(1437561126, 261)
(1437561127, 315)
(1437561128, 320)
(1437561129, 289)
(1437561130, 359)
(1437561131, 305)
(1437561132, 271)
(1437561133, 298)
(1437561134, 259)
(1437561135, 359)
(1437561136, 255)
(1437561137, 337)
(1437561138, 378)
(1437561139, 390)
(1437561140, 397)
(1437561141, 366)
(1437561142, 387)
(1437561143, 338)
(1437561144, 357)
(1437561145, 393)
(1437561146, 379)
(1437561147, 387)
(1437561148, 476)
(1437561149, 332)
(1437561150, 302)
(1437561151, 336)
(1437561152, 356)
(1437561153, 376)
(1437561154, 409)
(1437561155, 390)
(1437561156, 323)
(1437561157, 294)
(1437561158, 356)
(1437561159, 350)
(1437561160, 287)
(1437561161, 477)
(1437561162, 414)
(1437561163, 354)
(1437561164, 275)
(1437561165, 364)
(1437561166, 321)
(1437561167, 334)
(1437561168, 360)
(1437561169, 445)
(1437561170, 363)
(1437561171, 322)
(1437561172, 314)
(1437561173, 294)
(1437561174, 259)
(1437561175, 333)
(1437561176, 267)
(1437561177, 302)
(1437561178, 294)
(1437561179, 347)
(1437561180, 382)
(1437561181, 359)
(1437561182, 326)
(1437561183, 339)
(1437561184, 408)
(1437561185, 301)
(1437561186, 357)
(1437561187, 364)
(1437561188, 467)
(1437561189, 461)
(1437561190, 385)
(1437561191, 355)
(1437561192, 447)
(1437561193, 527)
(1437561194, 408)
(1437561195, 354)
(1437561196, 464)
(1437561197, 375)
(1437561198, 349)
(1437561199, 464)
(1437561200, 386)
(1437561201, 358)
(1437561202, 433)
(1437561203, 408)
(1437561204, 444)
(1437561205, 383)
(1437561206, 404)
(1437561207, 364)
(1437561208, 386)
(1437561209, 538)
(1437561210, 455)
(1437561211, 362)
(1437561212, 385)
(1437561213, 354)
(1437561214, 351)
(1437561215, 484)
(1437561216, 352)
(1437561217, 367)
(1437561218, 379)
(1437561219, 423)
(1437561220, 322)
(1437561221, 409)
(1437561222, 396)
(1437561223, 443)
(1437561224, 531)
(1437561225, 478)
(1437561226, 609)
(1437561227, 508)
(1437561228, 611)
(1437561229, 382)
(1437561230, 382)
(1437561231, 407)
(1437561232, 423)
(1437561233, 442)
(1437561234, 310)
(1437561235, 343)
(1437561236, 501)
(1437561237, 438)
(1437561238, 434)
(1437561239, 365)
(1437561240, 464)
(1437561241, 422)
(1437561242, 376)
(1437561243, 381)
(1437561244, 347)
(1437561245, 371)
(1437561246, 327)
(1437561247, 361)
(1437561248, 493)
(1437561249, 407)
